"","adj.P.Val","P.Value","t","B","logFC","Platform.ORF","Gene.title","Chromosome.annotation","Entrez.ID","Standard.Error","Probablity","GO.Function","GO.Function.ID","GO.Component","GO.Component.ID","GO.Process","GO.Process.ID","Entrez.id","GO.Component.ID","GO.Component","GO.Process.ID","GO.Process","GO.Function.ID","GO.Function","Gene.symbol"
"A_12_P108907",0.0617702111325642,0.000618855401984981,10.3103293501443,0.474059322760632,3.88419099092385,"air-2","Aurora/Ipl1 Related kinase","chrI:5938813-5938872",172268,0.542890754395685,0.616344092527215,NA,NA,NA,NA,NA,NA,172268,"GO:0000793///GO:0000794///GO:0005694///GO:0005737///GO:0005819///GO:0005856///GO:0005876///GO:0030496///GO:0031616///GO:0032133///GO:0051233","condensed chromosome///condensed nuclear chromosome///chromosome///cytoplasm///spindle///cytoskeleton///spindle microtubule///midbody///spindle pole centrosome///chromosome passenger complex///spindle midzone","GO:0006325///GO:0006468///GO:0007049///GO:0007052///GO:0007059///GO:0007275///GO:0016310///GO:0018105///GO:0018107///GO:0030261///GO:0031991///GO:0032465///GO:0035404///GO:0045184///GO:0046777///GO:0051256///GO:0051257///GO:0051301///GO:0051321","chromatin organization///protein phosphorylation///cell cycle///mitotic spindle organization///chromosome segregation///multicellular organism development///phosphorylation///peptidyl-serine phosphorylation///peptidyl-threonine phosphorylation///chromosome condensation///regulation of actomyosin contractile ring contraction///regulation of cytokinesis///histone-serine phosphorylation///establishment of protein localization///protein autophosphorylation///mitotic spindle midzone assembly///meiotic spindle midzone assembly///cell division///meiotic cell cycle","GO:0000166///GO:0004672///GO:0004674///GO:0005515///GO:0005524///GO:0016301///GO:0016740///GO:0019894///GO:0035174///GO:0051117","nucleotide binding///protein kinase activity///protein serine/threonine kinase activity///protein binding///ATP binding///kinase activity///transferase activity///kinesin binding///histone serine kinase activity///ATPase binding","air-2"
"A_12_P142275",0.0617702111325642,0.000620296989483774,10.3038881520709,0.472265645728237,3.92754096098799,"Y54G2A.18","hypothetical protein","chrIV:2892081-2892022",177072,0.549292911613038,0.615919863972058,NA,NA,NA,NA,NA,NA,177072,"GO:0005783///GO:0005789///GO:0016020///GO:0016021///GO:0045121","endoplasmic reticulum///endoplasmic reticulum membrane///membrane///integral component of membrane///membrane raft","GO:0006886///GO:0006888///GO:0015031///GO:0016192///GO:0036498///GO:0070973","intracellular protein transport///endoplasmic reticulum to Golgi vesicle-mediated transport///protein transport///vesicle-mediated transport///IRE1-mediated unfolded protein response///protein localization to endoplasmic reticulum exit site","","","Y54G2A.18"
"A_12_P147400",0.0617702111325642,0.000620579224202228,10.3026292867943,0.471914871023173,3.91910167862741,"clec-88","C-type LECtin","chrII:6366464-6366523",174056,0.548179594635078,0.615836880427622,NA,NA,NA,NA,NA,NA,174056,"GO:0005575","cellular_component","GO:0008150","biological_process","GO:0003674///GO:0030246","molecular_function///carbohydrate binding","clec-88"
"A_12_P115319",0.0617702111325642,0.00062401376625472,10.2873672835216,0.467656502818011,4.0377161331319,"K08F4.3","hypothetical protein","chrIV:10130065-10130124",177881,0.565608522966979,0.61482893226605,NA,NA,NA,NA,NA,NA,177881,"GO:0005783///GO:0005789///GO:0016020///GO:0016021","endoplasmic reticulum///endoplasmic reticulum membrane///membrane///integral component of membrane","","","","","K08F4.3"
"A_12_P100363",0.0617702111325642,0.000624294928355945,10.2861225522193,0.467308735043821,3.99450420196836,"gpd-1","GPD (glyceraldehyde 3-phosphate dehydrogenase)","chrII:10395059-10395166",174603,0.559623051701145,0.614746572590263,NA,NA,NA,NA,NA,NA,174603,"GO:0005737///GO:0005829","cytoplasm///cytosol","GO:0006006///GO:0006096","glucose metabolic process///glycolytic process","GO:0004365///GO:0016491///GO:0016620///GO:0050661///GO:0051287","glyceraldehyde-3-phosphate dehydrogenase (NAD+) (phosphorylating) activity///oxidoreductase activity///oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor///NADP binding///NAD binding","gpd-1"
"A_12_P177139",0.0617702111325642,0.000624340761556204,10.285919710882,0.467252056164799,3.85271177859704,"T24C2.5","hypothetical protein","chrX:14539171-14539230",188842,0.539768825392096,0.614733149061308,NA,NA,NA,NA,NA,NA,188842,"","","","","","","T24C2.5"
"A_12_P131529",0.0617702111325642,0.000627407937972984,10.2723877364773,0.463466666190715,3.95096158874961,"lsm-3","LSM Sm-like protein","chrIV:13388864-13388923",178303,0.554262901872943,0.613836242824635,NA,NA,NA,NA,NA,NA,178303,"GO:0000932///GO:0005634///GO:0005681///GO:0005688///GO:0046540///GO:0071011///GO:0071013///GO:1990726","P-body///nucleus///spliceosomal complex///U6 snRNP///U4/U6 x U5 tri-snRNP complex///precatalytic spliceosome///catalytic step 2 spliceosome///Lsm1-7-Pat1 complex","GO:0000398///GO:0006397///GO:0008380///GO:0033962","mRNA splicing, via spliceosome///mRNA processing///RNA splicing///P-body assembly","GO:0003723","RNA binding","lsm-3"
"A_12_P140765",0.0617702111325642,0.000629525526187092,10.2630934977538,0.460861899694454,3.86597859550416,"CD4.7","hypothetical protein","chrV:5595906-5595847",183878,0.542832157184904,0.61321862277705,NA,NA,NA,NA,NA,NA,183878,"GO:0000812","Swr1 complex","GO:0006338///GO:0043486","chromatin remodeling///histone exchange","GO:0031491///GO:0046872","nucleosome binding///metal ion binding","CD4.7"
"A_12_P106043",0.0617702111325642,0.000630238560294659,10.259972755231,0.459986409782279,4.27124309357942,"W02D7.11","hypothetical protein","chrV:8302935-8302876",179214,0.599918824268736,0.613010952156987,NA,NA,NA,NA,NA,NA,179214,"GO:0016020///GO:0016021","membrane///integral component of membrane","","","","","W02D7.11"
"A_12_P111303",0.0617702111325642,0.000645826851060791,10.1928329585713,0.441043005984044,4.27778292288345,"C54D10.8","hypothetical protein","chrV:12445372-12445313",183785,0.604795070681939,0.608507530112103,NA,NA,NA,NA,NA,NA,183785,"","","","","","","C54D10.8"
"A_12_P100405",0.0617702111325642,0.000648317469751973,10.1822938575069,0.438050556616846,3.80620437225628,"clec-61","C-type LECtin","chrII:10488762-10488703",174613,0.538680041303281,0.607794419505085,NA,NA,NA,NA,NA,NA,174613,"","","GO:0050830","defense response to Gram-positive bacterium","GO:0030246","carbohydrate binding","clec-61"
"A_12_P138262",0.0617702111325642,0.000655391006340874,10.1526365587829,0.429602075002704,3.87052189845036,"clec-57","C-type LECtin","chrV:14470879-14470938",179951,0.549382848283917,0.605778643614593,NA,NA,NA,NA,NA,NA,179951,"","","","","GO:0030246","carbohydrate binding","clec-57"
"A_12_P154290",0.0617702111325642,0.000658072758702938,10.1414974080365,0.426418285336594,3.89916985168122,"F54D5.5","hypothetical protein","chrII:11564526-11564467",174771,0.554057039752072,0.605018064504248,NA,NA,NA,NA,NA,NA,174771,"","","","","","","F54D5.5"
"A_12_P101206",0.0617702111325642,0.000661772532703702,10.1262227273295,0.422043053770995,3.79439013539302,"hcp-3","HoloCentric chromosome binding Protein","chrIII:9615400-9615341",176359,0.539981541676564,0.603972031178915,NA,NA,NA,NA,NA,NA,176359,"GO:0000775///GO:0000776///GO:0000777///GO:0000779///GO:0000786///GO:0005634///GO:0005694","chromosome, centromeric region///kinetochore///condensed chromosome kinetochore///condensed chromosome, centromeric region///nucleosome///nucleus///chromosome","GO:0000070///GO:0000278///GO:0007052///GO:0009792///GO:0046603///GO:0051382///GO:0070199///GO:0071459///GO:0090307///GO:0098813","mitotic sister chromatid segregation///mitotic cell cycle///mitotic spindle organization///embryo development ending in birth or egg hatching///negative regulation of mitotic centrosome separation///kinetochore assembly///establishment of protein localization to chromosome///protein localization to chromosome, centromeric region///mitotic spindle assembly///nuclear chromosome segregation","GO:0003677///GO:0046982","DNA binding///protein heterodimerization activity","hcp-3"
"A_12_P137937",0.0617702111325642,0.000666220523735682,10.1080000184699,0.41680909573467,4.00308834662668,"C54F6.15","hypothetical protein","chrV:7522115-7522056",3565380,0.570708509751596,0.602719442934858,NA,NA,NA,NA,NA,NA,3565380,"","","","","","","C54F6.15"
"A_12_P120194",0.0617702111325642,0.000667564544786284,10.1025237452646,0.415233142277847,4.33218843938701,"F55A11.7","hypothetical protein","chrV:11784907-11784848",179614,0.617962137362977,0.602342021883872,NA,NA,NA,NA,NA,NA,179614,"GO:0016020///GO:0016021","membrane///integral component of membrane","","","","","F55A11.7"
"A_12_P174777",0.0617702111325642,0.000670241109800444,10.0916589938818,0.412102320621658,4.03752530584419,"pmp-5","Peroxisomal Membrane Protein related","chrV:6664595-6664536",179056,0.576550161170082,0.601591868602394,NA,NA,NA,NA,NA,NA,179056,"GO:0005778///GO:0016020///GO:0016021","peroxisomal membrane///membrane///integral component of membrane","GO:0006635///GO:0007031///GO:0015910///GO:0042760///GO:0055085","fatty acid beta-oxidation///peroxisome organization///long-chain fatty acid import into peroxisome///very long-chain fatty acid catabolic process///transmembrane transport","GO:0000166///GO:0005324///GO:0005524///GO:0016887///GO:0042626","nucleotide binding///long-chain fatty acid transporter activity///ATP binding///ATPase activity///ATPase-coupled transmembrane transporter activity","pmp-5"
"A_12_P104040",0.0617702111325642,0.000677562161823975,10.0622168233146,0.403590143476985,3.9828973217999,"C49F5.6","hypothetical protein","chrX:11990827-11990932",181372,0.570413567171099,0.599549924232756,NA,NA,NA,NA,NA,NA,181372,"","","","","","","C49F5.6"
"A_12_P100900",0.0617702111325642,0.000681523132019065,10.0464531162189,0.399015724781179,3.84153271401128,"T06D4.1","hypothetical protein","chrII:3383706-3383765",173682,0.551031189477721,0.598451154460287,NA,NA,NA,NA,NA,NA,173682,"","","","","","","T06D4.1"
"A_12_P168084",0.0617702111325642,0.000682446258080543,10.0427957832456,0.397952726063576,4.24961471025468,"clec-11","C-type LECtin","chrI:12459572-12459513",183773,0.609788644340825,0.59819568132186,NA,NA,NA,NA,NA,NA,183773,"","","","","GO:0030246","carbohydrate binding","clec-11"
"A_12_P109804",0.0617702111325642,0.000687693253153188,10.0221247817532,0.391932736835596,3.77556293289099,"T12F5.2","hypothetical protein","chrI:3732680-3732786",188456,0.542883091487946,0.596747879633141,NA,NA,NA,NA,NA,NA,188456,"GO:0016020///GO:0016021","membrane///integral component of membrane","","","","","T12F5.2"
"A_12_P100353",0.0617702111325642,0.000701024613022687,9.9704814849146,0.376803223819553,3.90827032218365,"F01F1.11","hypothetical protein","chrIII:5870123-5869734",175825,0.564875671839243,0.59310184860057,NA,NA,NA,NA,NA,NA,175825,"GO:0005783","endoplasmic reticulum","","","","","F01F1.11"
"A_12_P168682",0.0617702111325642,0.00070707321325894,9.9474543428109,0.370015680667761,4.1096821023578,"W01A8.5","hypothetical protein","chrI:7069915-7069974",172439,0.595361411039297,0.591462767429503,NA,NA,NA,NA,NA,NA,172439,"","","","","","","W01A8.5"
"A_12_P133401",0.0617702111325642,0.000708555084636096,9.94185043942646,0.368359968440034,3.75924835081108,"gln-6","GLutamiNe synthetase (glutamate-ammonia ligase)","chrIV:9739722-9739618",177808,0.544901746336135,0.591062629626404,NA,NA,NA,NA,NA,NA,177808,"GO:0005737","cytoplasm","GO:0006542///GO:0006807","glutamine biosynthetic process///nitrogen compound metabolic process","GO:0003824///GO:0004356","catalytic activity///glutamate-ammonia ligase activity","gln-6"
"A_12_P104064",0.0617702111325642,0.000713936857617515,9.92162131359969,0.362370420007339,3.97384996915839,"ima-1","IMportin Alpha family","chrV:11241656-11241715",179555,0.577182595713707,0.589614124545621,NA,NA,NA,NA,NA,NA,179555,"GO:0005634///GO:0005643///GO:0005654///GO:0005737","nucleus///nuclear pore///nucleoplasm///cytoplasm","GO:0006606///GO:0006607///GO:0015031","protein import into nucleus///NLS-bearing protein import into nucleus///protein transport","GO:0005515///GO:0008139///GO:0061608","protein binding///nuclear localization sequence binding///nuclear import signal receptor activity","ima-1"
"A_12_P110409",0.0617702111325642,0.000714015995465184,9.92132527471303,0.362282619149469,4.18536780062394,"cpg-3","Chondroitin ProteoGlycan","chrI:7245930-7245989",172465,0.607922682481946,0.589592879265592,NA,NA,NA,NA,NA,NA,172465,"","","","","","","cpg-3"
"A_12_P119848",0.0617702111325642,0.000714144080768516,9.92084622024415,0.362140529452223,3.72298537293442,"F10F2.2","hypothetical protein","chrIII:4618949-4618890",175608,0.540787966894536,0.589558496941163,NA,NA,NA,NA,NA,NA,175608,"GO:0005737","cytoplasm","GO:0006164///GO:0006189///GO:0006541","purine nucleotide biosynthetic process///'de novo' IMP biosynthetic process///glutamine metabolic process","GO:0000166///GO:0004642///GO:0005524///GO:0016874///GO:0046872","nucleotide binding///phosphoribosylformylglycinamidine synthase activity///ATP binding///ligase activity///metal ion binding","F10F2.2"
"A_12_P107033",0.0617702111325642,0.000720106408052444,9.89866475970487,0.355549124290305,3.81389543805896,"T04F3.4","hypothetical protein","chrV:11762033-11761974",188064,0.555234666113823,0.58796257717532,NA,NA,NA,NA,NA,NA,188064,"","","","","GO:0005509","calcium ion binding","T04F3.4"
"A_12_P101011",0.0617702111325642,0.000722320317629023,9.89048691140848,0.353112928370612,4.07315889160674,"Y87G2A.18","hypothetical protein","chrI:13512502-13512443",3564964,0.593469066206169,0.587372251842956,NA,NA,NA,NA,NA,NA,3564964,"GO:0005765///GO:0010008///GO:0016020///GO:0016021","lysosomal membrane///endosome membrane///membrane///integral component of membrane","","","GO:0046872","metal ion binding","Y87G2A.18"
"A_12_P172384",0.0617702111325642,0.000728628815520394,9.86735539177588,0.346204206091612,4.09893145448078,"gla-3","Germ Line Apoptosis abnormal","chrI:8217897-8217956",172604,0.598624231824507,0.585696807154425,NA,NA,NA,NA,NA,NA,172604,"GO:0005737///GO:0005829///GO:0005938","cytoplasm///cytosol///cell cortex","","","GO:0003730///GO:0005515///GO:0046872","mRNA 3'-UTR binding///protein binding///metal ion binding","gla-3"
"A_12_P115287",0.0617702111325642,0.000733495006121367,9.84968310986831,0.340908220374481,3.72637053255221,"Y18D10A.16","hypothetical protein","chrI:12903324-12903265",173157,0.545190382458721,0.584411123639837,NA,NA,NA,NA,NA,NA,173157,"GO:0005739","mitochondrion","GO:0033617","mitochondrial cytochrome c oxidase assembly","","","Y18D10A.16"
"A_12_P118319",0.0617702111325642,0.000739320184854079,9.8287202291957,0.334606062334827,4.04990608623771,"F57C2.4","hypothetical protein","chrII:14525813-14525872",175111,0.593789326279357,0.582879678887195,NA,NA,NA,NA,NA,NA,175111,"","","","","","","F57C2.4"
"A_12_P110240",0.0617702111325642,0.000739606054180954,9.82769680903331,0.334297828647947,3.72186226715725,"ptr-2","PaTched Related family","chrI:3789503-3789444",171950,0.54574900813413,0.582804735821436,NA,NA,NA,NA,NA,NA,171950,"GO:0005886///GO:0016020///GO:0016021///GO:0030659","plasma membrane///membrane///integral component of membrane///cytoplasmic vesicle membrane","GO:0000281///GO:0006897///GO:0018996///GO:0045138///GO:0055085","mitotic cytokinesis///endocytosis///molting cycle, collagen and cuticulin-based cuticle///nematode male tail tip morphogenesis///transmembrane transport","GO:0022857","transmembrane transporter activity","ptr-2"
"A_12_P175698",0.0617702111325642,0.000750163724854437,9.79024338706905,0.32298168727212,3.6826029575722,"snr-5","Small Nuclear Ribonucleoprotein","chrIII:7862209-7862375",176103,0.542058072506078,0.580050739818518,NA,NA,NA,NA,NA,NA,176103,"GO:0005634///GO:0005681///GO:0005685///GO:0005732///GO:0071013","nucleus///spliceosomal complex///U1 snRNP///sno(s)RNA-containing ribonucleoprotein complex///catalytic step 2 spliceosome","GO:0000398///GO:0006397///GO:0008380","mRNA splicing, via spliceosome///mRNA processing///RNA splicing","GO:0003723///GO:0005515","RNA binding///protein binding","snr-5"
"A_12_P105199",0.0617702111325642,0.000750275304090494,9.78985108977019,0.322862787913659,3.86702968482823,"C03B1.13","hypothetical protein","chrX:6335384-6335325",180910,0.569227439991953,0.580021776624735,NA,NA,NA,NA,NA,NA,180910,"GO:0016020///GO:0016021","membrane///integral component of membrane","GO:0055085","transmembrane transport","GO:0022857","transmembrane transporter activity","C03B1.13"
"A_12_P116388",0.0617702111325642,0.000751329199403707,9.78614933864118,0.321740463532477,3.70252592534725,"B0261.7","hypothetical protein","chrI:5269847-5269788",172169,0.54521861684518,0.579748357789329,NA,NA,NA,NA,NA,NA,172169,"","","","","GO:0005515","protein binding","B0261.7"
"A_12_P104202",0.0617702111325642,0.000751497059597472,9.78556033899024,0.321561822894511,3.83564924738186,"M01F1.8","hypothetical protein","chrIII:3499537-3499478",175454,0.564855802325216,0.579704833128719,NA,NA,NA,NA,NA,NA,175454,"","","","","","","M01F1.8"
"A_12_P159870",0.0617702111325642,0.00075175445734951,9.78465748360424,0.321287957611186,3.7183245425199,"ife-3","Initiation Factor 4E (eIF4E) family","chrV:6707-6648",178536,0.547628539248395,0.579638105179661,NA,NA,NA,NA,NA,NA,178536,"GO:0016281","eukaryotic translation initiation factor 4F complex","GO:0006412///GO:0006413///GO:0006417///GO:0009792","translation///translational initiation///regulation of translation///embryo development ending in birth or egg hatching","GO:0000340///GO:0003723///GO:0003743///GO:0005515","RNA 7-methylguanosine cap binding///RNA binding///translation initiation factor activity///protein binding","ife-3"
"A_12_P118061",0.0617702111325642,0.000752759449019134,9.78113605036687,0.320219402028665,3.78340570146101,"B0507.10","hypothetical protein","chrV:8759093-8759034",260065,0.557414191745634,0.579377721173633,NA,NA,NA,NA,NA,NA,260065,"","","","","","","B0507.10"
